timestamp,machine_id,temperature_c,pressure_bar,vibration_mm_s,energy_kwh,status
2026-08-07 04:00:00,M006,69.13,4.79,1.4,8.43,OK
2026-08-07 08:00:00,M006,70.02,5.03,1.39,10.58,OK
2026-08-07 12:00:00,M006,71.56,4.76,1.42,11.9,OK
2026-08-07 16:00:00,M006,70.25,4.99,2.18,8.95,OK
2026-08-07 20:00:00,M006,78.67,4.71,1.03,8.23,OK
2026-08-08 00:00:00,M006,71.46,5.14,1.5,11.58,OK
2026-08-08 04:00:00,M006,72.42,4.49,1.2,11.6,OK
2026-08-08 08:00:00,M006,72.94,4.87,1.35,10.48,OK
2026-08-08 12:00:00,M006,71.93,4.95,,8.24,OK
2026-08-08 16:00:00,M006,79.58,4.78,0.77,9.78,OK
2026-08-08 20:00:00,M006,74.18,4.6,0.81,9.95,OK
2026-08-09 00:00:00,M006,80.15,4.72,1.81,8.06,OK
2026-08-09 04:00:00,M006,70.36,4.67,2.01,9.68,OK
2026-08-09 08:00:00,M006,72.74,4.82,1.69,9.57,OK
2026-08-09 12:00:00,M006,83.82,4.68,1.83,9.39,OK
2026-08-09 16:00:00,M006,72.26,4.63,2.06,8.36,OK
2026-08-09 20:00:00,M006,68.57,5.09,1.24,10.47,OK
2026-08-10 00:00:00,M006,66.24,4.95,1.08,10.26,OK
2026-08-10 04:00:00,M006,68.4,4.49,1.87,9.04,OK
2026-08-10 08:00:00,M006,75.4,5.08,1.59,10.99,OK
2026-08-10 12:00:00,M006,73.02,4.9,1.51,11.18,OK
2026-08-10 16:00:00,M006,74.48,4.87,2.06,8.37,OK
2026-08-10 20:00:00,M006,71.93,4.74,0.63,9.57,OK
2026-08-11 00:00:00,M006,75.95,4.83,0.99,10.5,OK
2026-08-11 04:00:00,M006,64.6,4.64,1.29,10.0,OK
2026-08-11 08:00:00,M006,67.56,4.47,1.18,9.36,OK
2026-08-11 12:00:00,M006,69.13,4.95,1.56,11.07,OK
2026-08-11 16:00:00,M006,73.03,4.91,1.42,10.42,OK
2026-08-11 20:00:00,M006,77.32,4.75,2.2,8.41,OK
2026-08-12 00:00:00,M006,66.15,4.89,1.59,9.22,OK
2026-08-12 04:00:00,M006,69.39,4.4,1.91,9.53,OK
2026-08-12 08:00:00,M006,78.48,4.6,1.29,10.68,OK
2026-08-12 12:00:00,M006,60.38,4.88,1.48,9.6,OK
2026-08-12 16:00:00,M006,69.7,4.76,,12.52,OK
2026-08-12 20:00:00,M006,64.69,4.64,0.95,9.81,OK
2026-08-13 00:00:00,M006,70.38,4.32,1.95,8.92,OK
2026-08-13 04:00:00,M006,74.79,4.88,1.89,9.69,OK
2026-08-13 08:00:00,M006,72.35,4.37,1.83,9.84,OK
2026-08-13 12:00:00,M006,81.29,4.73,1.71,9.32,OK
2026-08-13 16:00:00,M006,76.45,4.68,0.71,7.94,OK
2026-08-13 20:00:00,M006,68.39,4.69,1.84,8.81,OK
2026-08-14 00:00:00,M006,71.73,4.9,2.22,9.64,OK
2026-08-14 04:00:00,M006,75.51,4.47,1.67,9.8,OK
2026-08-14 08:00:00,M006,72.7,4.72,1.55,9.35,OK
2026-08-14 12:00:00,M006,74.65,4.38,1.35,9.19,OK
2026-08-14 16:00:00,M006,74.31,4.82,8.03,11.25,CRITICAL
2026-08-14 20:00:00,M006,69.09,4.69,0.91,10.28,OK
2026-08-15 00:00:00,M006,68.82,5.02,1.82,11.17,OK
2026-08-15 04:00:00,M006,65.74,4.92,1.39,8.68,OK
2026-08-15 08:00:00,M006,74.14,4.77,1.8,10.16,OK
2026-08-15 12:00:00,M006,64.93,4.7,1.03,10.13,OK
2026-08-15 16:00:00,M006,76.85,4.22,1.38,10.23,OK
2026-08-15 20:00:00,M006,78.08,4.83,1.94,10.05,OK
2026-08-16 00:00:00,M006,69.9,5.05,2.2,11.45,OK
2026-08-16 04:00:00,M006,68.3,5.05,1.81,10.19,OK
2026-08-16 08:00:00,M006,76.24,5.08,2.24,10.64,OK
2026-08-16 12:00:00,M006,68.72,4.72,2.15,10.53,OK
2026-08-16 16:00:00,M006,79.19,4.43,1.51,9.72,OK
2026-08-16 20:00:00,M006,109.82,5.04,3.2,10.62,WARNING
2026-08-17 00:00:00,M006,70.39,4.73,2.3,11.29,OK
2026-08-17 04:00:00,M006,72.82,4.3,1.87,11.02,OK
2026-08-17 08:00:00,M006,76.74,4.6,1.25,10.67,OK
2026-08-17 12:00:00,M006,66.3,4.92,1.69,10.9,OK
2026-08-17 16:00:00,M006,65.45,5.05,2.12,10.83,OK
2026-08-17 20:00:00,M006,66.59,4.49,1.85,10.57,OK
2026-08-18 00:00:00,M006,80.61,4.87,2.01,10.37,OK
2026-08-18 04:00:00,M006,72.87,4.67,1.77,10.56,OK
2026-08-18 08:00:00,M006,78.55,4.82,1.18,9.56,OK
2026-08-18 12:00:00,M006,72.07,4.59,2.22,8.41,OK
2026-08-18 16:00:00,M006,72.91,4.45,1.04,9.3,OK
2026-08-18 20:00:00,M006,72.55,4.85,1.09,8.98,OK
2026-08-19 00:00:00,M006,74.23,4.33,1.75,10.45,OK
2026-08-19 04:00:00,M006,67.72,4.9,1.67,10.51,OK
2026-08-19 08:00:00,M006,78.59,4.57,1.65,8.24,OK
2026-08-19 12:00:00,M006,64.55,4.86,1.26,11.33,OK
2026-08-19 16:00:00,M006,68.48,5.05,1.59,9.61,OK
2026-08-19 20:00:00,M006,75.11,4.46,1.15,10.8,OK
2026-08-20 00:00:00,M006,68.55,5.18,1.95,9.29,OK
2026-08-20 04:00:00,M006,73.59,4.85,1.55,10.09,OK
2026-08-20 08:00:00,M006,70.93,4.79,1.75,10.03,OK
2026-08-20 12:00:00,M006,80.42,4.77,1.42,10.06,OK
2026-08-20 16:00:00,M006,79.61,4.78,1.32,9.59,OK
2026-08-20 20:00:00,M006,73.84,4.88,1.29,10.03,OK
2026-08-21 00:00:00,M006,72.84,4.76,1.6,10.1,OK
2026-08-21 04:00:00,M006,76.4,4.85,1.77,13.1,OK
2026-08-21 08:00:00,M006,68.1,4.65,1.87,10.28,OK
2026-08-21 12:00:00,M006,72.17,4.91,1.92,8.59,OK
2026-08-21 16:00:00,M006,72.1,6.34,1.42,10.01,WARNING
2026-08-21 20:00:00,M006,70.5,4.62,2.03,9.08,OK
2026-08-22 00:00:00,M006,75.66,4.38,1.84,9.19,OK
2026-08-22 04:00:00,M006,77.7,4.53,1.34,10.34,OK
2026-08-22 08:00:00,M006,75.71,4.91,1.53,7.57,OK
2026-08-22 12:00:00,M006,71.88,4.68,1.68,8.86,OK
2026-08-22 16:00:00,M006,84.25,5.14,6.38,9.69,WARNING
2026-08-22 20:00:00,M006,78.71,4.72,1.1,9.09,OK
2026-08-23 00:00:00,M006,74.5,4.52,1.02,10.08,OK
2026-08-23 04:00:00,M006,69.28,4.14,0.71,11.95,OK
2026-08-23 08:00:00,M006,71.57,4.95,1.38,10.08,OK
2026-08-23 12:00:00,M006,74.53,4.49,1.77,9.23,OK
2026-08-23 16:00:00,M006,77.66,4.28,1.4,9.83,OK
2026-08-23 20:00:00,M006,80.35,4.54,1.5,10.19,OK
2026-08-24 00:00:00,M006,79.7,4.64,1.29,9.52,OK
2026-08-24 04:00:00,M006,69.71,4.86,1.13,10.72,OK
2026-08-24 08:00:00,M006,73.8,4.89,1.66,10.69,OK
2026-08-24 12:00:00,M006,72.63,4.93,1.86,8.87,OK
2026-08-24 16:00:00,M006,77.75,4.69,2.0,10.3,OK
2026-08-24 20:00:00,M006,79.03,4.72,1.8,9.85,OK
2026-08-25 00:00:00,M006,73.46,4.79,1.31,9.59,OK
2026-08-25 04:00:00,M006,67.52,4.98,1.55,8.61,OK
2026-08-25 08:00:00,M006,76.61,4.92,2.15,10.67,OK
2026-08-25 12:00:00,M006,70.52,4.48,1.79,9.46,OK
2026-08-25 16:00:00,M006,67.48,4.83,1.37,9.97,OK
2026-08-25 20:00:00,M006,76.09,4.54,1.12,9.81,OK
2026-08-26 00:00:00,M006,74.55,5.11,1.67,7.83,OK
2026-08-26 04:00:00,M006,73.21,4.68,1.63,10.03,OK
2026-08-26 08:00:00,M006,72.48,4.64,1.32,7.61,OK
2026-08-26 12:00:00,M006,76.5,4.63,1.49,10.98,OK
2026-08-26 16:00:00,M006,73.24,4.78,1.29,8.06,OK
2026-08-26 20:00:00,M006,65.72,4.72,1.46,8.39,OK
2026-08-27 00:00:00,M006,77.7,4.26,0.79,9.8,OK
2026-08-27 04:00:00,M006,68.48,4.73,1.41,11.66,OK
2026-08-27 08:00:00,M006,72.09,6.6,1.85,10.67,WARNING
2026-08-27 12:00:00,M006,74.69,5.24,2.07,10.16,OK
2026-08-27 16:00:00,M006,77.8,5.1,1.28,9.21,OK
2026-08-27 20:00:00,M006,74.1,4.79,1.47,10.92,OK
2026-08-28 00:00:00,M006,77.64,4.7,1.39,11.01,OK
2026-08-28 04:00:00,M006,67.02,4.51,1.64,9.83,OK
2026-08-28 08:00:00,M006,75.34,4.24,1.18,7.56,OK
2026-08-28 12:00:00,M006,81.26,5.15,0.87,10.15,OK
2026-08-28 16:00:00,M006,79.21,4.88,1.3,10.64,OK
2026-08-28 20:00:00,M006,73.46,4.68,1.53,9.58,OK
2026-08-29 00:00:00,M006,71.64,4.83,1.92,9.13,OK
2026-08-29 04:00:00,M006,82.09,4.4,1.45,8.65,OK
2026-08-29 08:00:00,M006,71.21,4.76,1.46,9.63,OK
2026-08-29 12:00:00,M006,78.26,5.06,1.51,10.77,OK
2026-08-29 16:00:00,M006,67.14,4.69,2.15,10.01,OK
2026-08-29 20:00:00,M006,69.8,4.79,1.67,10.59,OK
2026-08-30 00:00:00,M006,81.72,4.59,0.85,10.39,OK
2026-08-30 04:00:00,M006,70.78,4.67,1.55,11.56,OK
2026-08-30 08:00:00,M006,73.76,4.45,0.96,10.56,OK
2026-08-30 12:00:00,M006,74.01,4.88,6.09,6.67,WARNING
2026-08-30 16:00:00,M006,76.82,4.75,6.94,11.15,WARNING
2026-08-30 20:00:00,M006,71.43,4.39,1.68,9.98,OK
2026-08-31 00:00:00,M006,84.47,4.79,1.06,9.12,OK
2026-08-31 04:00:00,M006,71.57,4.69,1.41,10.77,OK
2026-08-31 08:00:00,M006,79.08,4.39,1.03,8.34,OK
2026-08-31 12:00:00,M006,70.68,4.68,1.82,9.22,OK
2026-08-31 16:00:00,M006,78.95,4.76,1.29,11.28,OK
2026-08-31 20:00:00,M006,73.34,4.36,2.5,10.26,OK
2026-09-01 00:00:00,M006,79.62,4.57,1.71,8.37,OK
2026-09-01 04:00:00,M006,74.47,4.7,1.49,8.75,OK
2026-09-01 08:00:00,M006,75.83,4.84,1.59,7.96,OK
2026-09-01 12:00:00,M006,80.1,4.82,1.58,7.17,OK
2026-09-01 16:00:00,M006,69.57,4.95,1.4,9.86,OK
2026-09-01 20:00:00,M006,80.16,4.74,2.02,8.97,OK
2026-09-02 00:00:00,M006,73.72,4.61,1.59,9.26,OK
2026-09-02 04:00:00,M006,97.4,4.3,1.83,8.41,OK
2026-09-02 08:00:00,M006,73.86,4.06,1.46,10.3,OK
2026-09-02 12:00:00,M006,96.49,4.34,2.2,11.01,OK
2026-09-02 16:00:00,M006,78.86,4.85,1.45,10.71,OK
2026-09-02 20:00:00,M006,78.73,5.15,1.29,9.48,OK
2026-09-03 00:00:00,M006,82.48,4.84,1.8,11.9,OK
2026-09-03 04:00:00,M006,72.2,4.36,1.89,10.3,OK
2026-09-03 08:00:00,M006,67.39,4.78,1.87,7.66,OK
2026-09-03 12:00:00,M006,67.25,5.09,1.12,7.81,OK
2026-09-03 16:00:00,M006,75.69,4.23,1.17,9.1,OK
2026-09-03 20:00:00,M006,72.3,4.13,1.74,11.56,OK
2026-09-04 00:00:00,M006,70.44,5.22,1.02,8.42,OK
2026-09-04 04:00:00,M006,80.7,4.85,1.43,8.42,OK
2026-09-04 08:00:00,M006,77.53,4.6,1.38,11.53,OK
2026-09-04 12:00:00,M006,72.46,4.47,1.69,8.17,OK
2026-09-04 16:00:00,M006,72.71,4.48,2.22,10.39,OK
2026-09-04 20:00:00,M006,81.86,4.59,1.52,10.66,OK
2026-08-01 00:00:00,M007,64.72,4.76,2.01,5.96,OK
2026-08-01 04:00:00,M007,74.03,3.73,2.42,5.42,OK
2026-08-01 08:00:00,M007,71.6,4.49,2.56,8.35,OK
2026-08-01 12:00:00,M007,71.85,4.38,2.98,8.05,OK
2026-08-01 16:00:00,M007,66.62,4.16,2.35,8.74,OK
2026-08-01 20:00:00,M007,77.1,4.49,1.97,9.29,OK
2026-08-02 00:00:00,M007,68.67,4.51,3.26,6.63,OK
2026-08-02 04:00:00,M007,66.94,4.52,3.14,8.82,OK
2026-08-02 08:00:00,M007,60.67,3.71,6.94,7.45,WARNING
2026-08-02 12:00:00,M007,61.27,4.7,3.02,7.27,OK
2026-08-02 16:00:00,M007,70.64,3.9,2.59,6.27,OK
2026-08-02 20:00:00,M007,70.07,3.73,2.38,8.22,OK
2026-08-03 00:00:00,M007,70.86,4.55,2.36,4.98,OK
2026-08-03 04:00:00,M007,55.45,4.12,3.19,7.68,OK
2026-08-03 08:00:00,M007,116.1,4.25,2.66,6.33,CRITICAL
2026-08-03 12:00:00,M007,71.45,4.07,1.61,5.65,OK
2026-08-03 16:00:00,M007,72.31,4.6,2.54,7.19,OK
2026-08-03 20:00:00,M007,71.09,4.28,3.47,8.2,OK
2026-08-04 00:00:00,M007,65.42,4.33,2.9,7.73,OK
2026-08-04 04:00:00,M007,72.85,4.67,2.05,9.32,OK
2026-08-04 08:00:00,M007,75.2,3.94,2.42,7.79,OK
2026-08-04 12:00:00,M007,71.13,4.04,2.1,7.28,OK
2026-08-04 16:00:00,M007,66.71,4.72,2.33,7.53,OK
2026-08-04 20:00:00,M007,71.17,4.49,2.36,8.77,OK
2026-08-05 00:00:00,M007,64.49,4.43,1.56,8.26,OK
2026-08-05 04:00:00,M007,63.66,4.1,2.43,6.85,OK
2026-08-05 08:00:00,M007,78.4,4.13,2.76,6.98,OK
2026-08-05 12:00:00,M007,63.0,4.27,3.05,5.53,OK
2026-08-05 16:00:00,M007,74.41,4.12,2.6,9.42,OK
2026-08-05 20:00:00,M007,64.89,4.33,2.83,6.03,OK
2026-08-06 00:00:00,M007,73.19,4.35,2.5,8.79,OK
2026-08-06 04:00:00,M007,71.1,4.21,2.29,8.15,OK
2026-08-06 08:00:00,M007,63.88,4.33,2.4,7.63,OK
2026-08-06 12:00:00,M007,105.49,4.11,2.88,6.45,WARNING
2026-08-06 16:00:00,M007,59.77,4.36,3.01,5.52,OK
2026-08-06 20:00:00,M007,66.95,3.99,2.65,7.97,OK
2026-08-07 00:00:00,M007,71.14,4.35,2.7,7.8,OK
2026-08-07 04:00:00,M007,65.36,4.51,3.12,7.32,OK
2026-08-07 08:00:00,M007,67.16,4.51,2.99,6.4,OK
2026-08-07 12:00:00,M007,80.82,4.29,2.6,9.1,OK
2026-08-07 16:00:00,M007,66.76,4.49,3.25,6.74,OK
2026-08-07 20:00:00,M007,67.69,4.45,2.4,5.31,OK
2026-08-08 00:00:00,M007,67.54,3.88,3.28,10.27,OK
2026-08-08 04:00:00,M007,70.31,3.99,2.5,9.83,OK
2026-08-08 08:00:00,M007,74.76,3.41,2.45,7.62,OK
2026-08-08 12:00:00,M007,61.97,4.75,2.05,9.22,OK
2026-08-08 16:00:00,M007,68.86,4.28,2.25,7.39,OK
2026-08-08 20:00:00,M007,63.28,4.12,2.8,7.82,OK
2026-08-09 00:00:00,M007,69.06,4.43,2.91,7.47,OK
2026-08-09 04:00:00,M007,59.64,4.42,2.61,7.09,OK
2026-08-09 08:00:00,M007,85.2,4.53,2.4,8.43,OK
2026-08-09 12:00:00,M007,68.71,4.43,1.98,6.81,OK
2026-08-09 16:00:00,M007,61.97,4.82,2.01,5.24,OK
2026-08-09 20:00:00,M007,68.66,4.18,2.29,8.19,OK
2026-08-10 00:00:00,M007,64.21,3.81,2.55,6.15,OK
2026-08-10 04:00:00,M007,76.09,4.27,2.6,6.43,OK
2026-08-10 08:00:00,M007,70.03,3.81,1.97,6.33,OK
2026-08-10 12:00:00,M007,64.43,4.37,2.58,6.54,OK
2026-08-10 16:00:00,M007,69.24,4.2,2.56,7.18,OK
2026-08-10 20:00:00,M007,63.93,4.17,2.92,7.89,OK
2026-08-11 00:00:00,M007,57.05,4.43,1.87,5.97,OK
2026-08-11 04:00:00,M007,72.56,4.32,1.88,7.86,OK
2026-08-11 08:00:00,M007,66.67,4.45,1.85,7.76,OK
2026-08-11 12:00:00,M007,63.44,4.27,2.54,6.88,OK
2026-08-11 16:00:00,M007,69.07,4.16,2.38,9.58,OK
2026-08-11 20:00:00,M007,63.9,4.12,2.49,6.17,OK
2026-08-12 00:00:00,M007,66.19,4.97,2.36,5.19,OK
2026-08-12 04:00:00,M007,65.62,4.55,2.92,7.44,OK
2026-08-12 08:00:00,M007,71.02,4.06,2.55,10.05,OK
2026-08-12 12:00:00,M007,71.73,4.3,2.67,8.75,OK
2026-08-12 16:00:00,M007,70.96,4.21,2.5,10.89,OK
2026-08-12 20:00:00,M007,96.11,4.87,2.24,6.8,OK
2026-08-13 00:00:00,M007,66.36,4.39,2.09,5.5,OK
2026-08-13 04:00:00,M007,61.38,3.97,2.79,6.97,OK
2026-08-13 08:00:00,M007,68.05,4.18,2.91,8.23,OK
2026-08-13 12:00:00,M007,72.78,3.94,3.43,6.76,OK
2026-08-13 16:00:00,M007,64.66,3.99,2.46,6.5,OK
2026-08-13 20:00:00,M007,67.07,4.48,2.71,7.55,OK
2026-08-14 00:00:00,M007,75.56,4.36,2.28,6.99,OK
2026-08-14 04:00:00,M007,67.59,4.75,3.12,9.24,OK
2026-08-14 08:00:00,M007,109.42,4.64,2.78,7.99,WARNING
2026-08-14 12:00:00,M007,68.1,3.88,2.32,5.69,OK
2026-08-14 16:00:00,M007,74.7,4.06,2.52,6.11,OK
2026-08-14 20:00:00,M007,67.71,4.08,2.61,7.83,OK
2026-08-15 00:00:00,M007,98.99,4.32,2.15,8.55,OK
2026-08-15 04:00:00,M007,72.5,4.17,3.36,8.96,OK
2026-08-15 08:00:00,M007,62.92,4.69,2.62,8.79,OK
2026-08-15 12:00:00,M007,103.17,4.31,2.2,9.62,WARNING
2026-08-15 16:00:00,M007,69.54,4.25,2.46,6.98,OK
2026-08-15 20:00:00,M007,67.88,4.47,2.59,7.07,OK
2026-08-16 00:00:00,M007,61.32,3.97,1.81,7.46,OK
2026-08-16 04:00:00,M007,80.79,4.33,2.32,6.92,OK
2026-08-16 08:00:00,M007,73.96,4.49,1.96,6.69,OK
2026-08-16 12:00:00,M007,82.54,4.11,2.46,8.38,OK
2026-08-16 16:00:00,M007,55.92,4.26,2.55,9.2,OK
2026-08-16 20:00:00,M007,58.57,5.36,2.88,7.37,OK
2026-08-17 00:00:00,M007,73.81,4.4,2.88,9.52,OK
2026-08-17 04:00:00,M007,63.63,4.42,2.02,8.36,OK
2026-08-17 08:00:00,M007,94.42,4.36,2.36,6.82,OK
2026-08-17 12:00:00,M007,77.0,4.12,2.43,5.62,OK
2026-08-17 16:00:00,M007,69.57,5.8,2.91,9.01,OK
2026-08-17 20:00:00,M007,72.35,4.42,3.25,9.21,OK
2026-08-18 00:00:00,M007,62.11,4.31,2.4,7.92,OK
2026-08-18 04:00:00,M007,73.71,3.55,2.7,9.11,OK
2026-08-18 08:00:00,M007,69.88,4.23,2.83,7.67,OK
2026-08-18 12:00:00,M007,71.67,4.23,2.48,6.99,OK
2026-08-18 16:00:00,M007,61.52,3.91,3.0,6.02,OK
2026-08-18 20:00:00,M007,72.72,4.41,3.52,4.87,OK
2026-08-19 00:00:00,M007,75.23,4.22,2.68,7.34,OK
2026-08-19 04:00:00,M007,65.16,4.47,2.88,8.99,OK
2026-08-19 08:00:00,M007,83.52,4.55,2.4,8.18,OK
2026-08-19 12:00:00,M007,68.19,4.21,2.63,9.04,OK
2026-08-19 16:00:00,M007,58.81,4.15,3.1,8.37,OK
2026-08-19 20:00:00,M007,66.09,4.33,2.45,8.82,OK
2026-08-20 00:00:00,M007,76.07,4.38,2.61,8.32,OK
2026-08-20 04:00:00,M007,65.52,4.14,1.95,8.68,OK
2026-08-20 08:00:00,M007,118.11,3.79,2.59,8.22,CRITICAL
2026-08-20 12:00:00,M007,73.08,4.09,1.92,7.48,OK
2026-08-20 16:00:00,M007,97.31,4.25,2.13,7.72,OK
2026-08-20 20:00:00,M007,66.56,4.47,3.35,9.02,OK
2026-08-21 00:00:00,M007,73.54,3.82,8.27,7.67,CRITICAL
2026-08-21 04:00:00,M007,72.25,3.92,3.3,6.71,OK
2026-08-21 08:00:00,M007,74.19,3.46,2.54,8.99,OK
2026-08-21 12:00:00,M007,56.35,4.33,1.87,9.03,OK
2026-08-21 16:00:00,M007,67.94,4.29,2.16,8.42,OK
2026-08-21 20:00:00,M007,67.97,4.3,2.36,9.93,OK
2026-08-22 00:00:00,M007,74.04,4.37,2.8,8.55,OK
2026-08-22 04:00:00,M007,68.04,4.37,2.63,8.37,OK
2026-08-22 08:00:00,M007,70.96,5.36,2.76,5.91,OK
2026-08-22 12:00:00,M007,61.52,5.02,2.67,8.34,OK
2026-08-22 16:00:00,M007,96.43,4.12,2.09,6.66,OK
2026-08-22 20:00:00,M007,68.4,3.87,2.47,7.25,OK
2026-08-23 00:00:00,M007,66.88,3.88,2.36,7.21,OK
2026-08-23 04:00:00,M007,67.77,3.8,2.84,6.84,OK
2026-08-23 08:00:00,M007,63.91,4.22,2.76,7.29,OK
2026-08-23 12:00:00,M007,67.3,3.82,2.8,6.75,OK
2026-08-23 16:00:00,M007,69.44,4.36,2.88,7.81,OK
2026-08-23 20:00:00,M007,63.01,4.03,2.71,8.49,OK
2026-08-24 00:00:00,M007,63.82,3.71,6.85,9.48,WARNING
2026-08-24 04:00:00,M007,71.4,3.84,2.39,9.39,OK
2026-08-24 08:00:00,M007,70.45,4.07,2.65,8.4,OK
2026-08-24 12:00:00,M007,76.67,4.09,2.09,7.97,OK
2026-08-24 16:00:00,M007,82.87,3.87,2.6,9.15,OK
2026-08-24 20:00:00,M007,65.54,4.29,2.8,8.19,OK
2026-08-25 00:00:00,M007,66.5,4.69,3.38,10.06,OK
2026-08-25 04:00:00,M007,72.82,4.14,3.13,7.67,OK
2026-08-25 08:00:00,M007,67.73,4.34,2.72,7.89,OK
2026-08-25 12:00:00,M007,61.75,4.37,2.3,6.08,OK
2026-08-25 16:00:00,M007,58.37,4.13,3.09,7.13,OK
2026-08-25 20:00:00,M007,74.14,3.54,3.32,8.43,OK
2026-08-26 00:00:00,M007,69.07,4.16,2.88,8.96,OK
2026-08-26 04:00:00,M007,67.75,4.14,3.04,9.18,OK
2026-08-26 08:00:00,M007,104.59,4.04,2.57,6.87,WARNING
2026-08-26 12:00:00,M007,64.18,4.23,3.0,8.77,OK
2026-08-26 16:00:00,M007,75.9,4.33,1.89,7.04,OK
2026-08-26 20:00:00,M007,68.71,4.25,3.07,7.45,OK
2026-08-27 00:00:00,M007,103.24,3.86,2.51,8.67,WARNING
2026-08-27 04:00:00,M007,72.88,4.45,2.55,8.15,OK
2026-08-27 08:00:00,M007,69.98,4.45,2.16,7.43,OK
2026-08-27 12:00:00,M007,66.3,4.54,2.41,7.32,OK
2026-08-27 16:00:00,M007,70.63,4.38,2.84,10.18,OK
2026-08-27 20:00:00,M007,65.51,3.99,2.66,9.17,OK
2026-08-28 00:00:00,M007,67.25,3.82,3.04,5.46,OK
2026-08-28 04:00:00,M007,68.08,3.93,2.62,8.88,OK
2026-08-28 08:00:00,M007,64.98,4.33,2.76,6.71,OK
2026-08-28 12:00:00,M007,64.54,4.4,2.32,6.49,OK
2026-08-28 16:00:00,M007,69.71,4.32,1.92,6.32,OK
2026-08-28 20:00:00,M007,70.99,4.26,2.0,7.41,OK
2026-08-29 00:00:00,M007,60.24,4.57,2.59,5.56,OK
2026-08-29 04:00:00,M007,70.07,4.1,2.93,7.77,OK
2026-08-29 08:00:00,M007,66.21,4.0,8.09,7.42,CRITICAL
2026-08-29 12:00:00,M007,62.27,4.13,2.86,10.44,OK
2026-08-29 16:00:00,M007,64.68,4.05,2.95,7.09,OK
2026-08-29 20:00:00,M007,67.2,4.03,2.94,5.7,OK
2026-08-30 00:00:00,M007,75.2,4.57,2.83,7.57,OK
2026-08-30 04:00:00,M007,109.85,3.98,2.6,7.81,WARNING
2026-08-30 08:00:00,M007,66.82,4.26,2.38,7.43,OK
2026-08-30 12:00:00,M007,65.5,4.48,2.93,8.59,OK
2026-08-30 16:00:00,M007,70.45,4.2,2.98,6.59,OK
2026-08-30 20:00:00,M007,73.17,3.99,6.26,7.41,WARNING
2026-08-31 00:00:00,M007,106.3,4.04,3.05,5.15,WARNING
2026-08-31 04:00:00,M007,66.53,4.2,3.05,8.07,OK
2026-08-31 08:00:00,M007,63.03,4.21,2.62,7.21,OK
2026-08-31 12:00:00,M007,58.95,4.04,2.83,8.72,OK
2026-08-31 16:00:00,M007,63.31,4.49,2.4,4.77,OK
2026-08-31 20:00:00,M007,77.23,4.19,2.56,6.2,OK
2026-09-01 00:00:00,M007,70.56,4.11,7.89,5.47,WARNING
2026-09-01 04:00:00,M007,64.32,4.22,2.49,8.19,OK
2026-09-01 08:00:00,M007,70.34,4.57,2.65,8.65,OK
2026-09-01 12:00:00,M007,70.01,4.53,2.83,8.57,OK
2026-09-01 16:00:00,M007,68.77,4.52,1.68,7.71,OK
2026-09-01 20:00:00,M007,65.41,4.14,3.36,8.88,OK
2026-09-02 00:00:00,M007,79.03,4.43,2.32,5.99,OK
2026-09-02 04:00:00,M007,71.17,4.16,2.83,8.2,OK
2026-09-02 08:00:00,M007,66.87,4.1,3.07,7.33,OK
2026-09-02 12:00:00,M007,54.43,4.49,2.49,6.63,OK
2026-09-02 16:00:00,M007,69.83,4.55,2.82,7.3,OK
2026-09-02 20:00:00,M007,74.01,4.16,2.69,8.37,OK
2026-09-03 00:00:00,M007,67.83,4.39,3.13,6.04,OK
2026-09-03 04:00:00,M007,66.39,4.12,2.06,8.25,OK
2026-09-03 08:00:00,M007,74.67,3.98,2.29,9.17,OK
2026-09-03 12:00:00,M007,68.85,4.14,2.95,9.07,OK
2026-09-03 16:00:00,M007,67.24,4.04,2.55,8.67,OK
2026-09-03 20:00:00,M007,69.73,4.09,2.34,8.16,OK
2026-09-04 00:00:00,M007,66.63,4.63,2.06,7.45,OK
2026-09-04 04:00:00,M007,77.88,4.26,2.31,5.48,OK
2026-09-04 08:00:00,M007,67.91,3.66,2.59,8.9,OK
2026-09-04 12:00:00,M007,64.76,4.27,2.13,9.69,OK
2026-09-04 16:00:00,M007,68.95,4.33,2.32,6.03,OK
2026-09-04 20:00:00,M007,70.4,3.98,2.99,6.04,OK
2026-08-01 00:00:00,M008,77.54,3.87,1.91,13.02,OK
2026-08-01 04:00:00,M008,79.83,3.7,1.78,12.38,OK
2026-08-01 08:00:00,M008,71.82,3.76,1.02,11.44,OK
2026-08-01 12:00:00,M008,82.29,3.91,1.38,12.09,OK
2026-08-01 16:00:00,M008,68.91,3.4,1.47,9.12,OK
2026-08-01 20:00:00,M008,71.6,4.09,1.15,10.71,OK
2026-08-02 00:00:00,M008,83.11,4.09,1.6,13.15,OK
2026-08-02 04:00:00,M008,73.11,3.67,1.21,11.38,OK
2026-08-02 08:00:00,M008,70.71,3.63,1.9,11.68,OK
2026-08-02 12:00:00,M008,77.05,3.63,1.7,11.65,OK
2026-08-02 16:00:00,M008,78.39,4.09,2.13,12.48,OK
2026-08-02 20:00:00,M008,90.16,5.56,1.88,12.28,OK
2026-08-03 00:00:00,M008,82.92,3.91,1.41,11.54,OK
2026-08-03 04:00:00,M008,81.98,3.9,1.72,11.79,OK
